193,109,380,231,1.000000
194,108,381,230,0.999553
194,108,381,230,0.978298
194,108,381,230,0.984675
194,108,381,230,0.989846
194,108,381,230,0.994927
195,108,382,230,0.990640
195,108,382,230,0.994936
195,108,382,230,0.998012
195,108,382,230,0.998722
195,108,382,230,0.994520
195,108,382,230,0.985685
194,107,381,229,0.993303
193,106,380,228,0.998537
193,106,380,228,0.992539
193,106,380,228,0.990994
193,106,380,228,0.981239
193,106,379,228,0.973202
193,106,379,228,0.946996
193,106,379,228,0.935246
193,106,379,228,0.952607
194,106,380,228,0.939975
194,106,380,228,0.939392
194,106,380,228,0.937776
194,106,380,228,0.923422
194,106,380,228,0.918396
194,106,380,228,0.905669
194,106,380,228,0.886065
194,105,380,227,0.893397
194,103,380,225,0.885992
194,102,380,224,0.917483
193,100,379,222,0.927527
192,99,378,221,0.916882
191,98,377,220,0.924431
190,97,376,219,0.929007
189,96,375,218,0.927897
189,95,375,217,0.914753
190,94,376,216,0.892729
192,93,378,215,0.865249
193,92,379,214,0.834003
194,92,380,214,0.796902
195,90,381,212,0.781265
195,89,381,211,0.766369
194,88,380,210,0.740537
193,87,379,209,0.724450
192,86,378,208,0.710410
191,86,377,208,0.699583
189,86,375,208,0.685094
187,85,373,207,0.675214
186,84,372,206,0.671701
185,84,371,206,0.666344
184,84,370,206,0.666751
182,84,368,206,0.659778
180,84,366,206,0.651129
178,84,364,206,0.641330
175,84,361,206,0.625816
173,83,359,205,0.606660
172,83,358,205,0.612455
171,83,357,205,0.609195
171,82,357,204,0.608389
171,81,357,203,0.607414
170,80,356,202,0.599877
169,80,355,202,0.599045
167,78,353,200,0.602725
166,76,353,199,0.592334
166,75,353,198,0.597080
166,75,353,198,0.599131
166,75,353,198,0.595063
166,74,353,197,0.594971
166,73,354,197,0.600761
166,74,354,198,0.605350
167,73,355,197,0.596089
167,73,355,197,0.593503
167,74,355,198,0.596110
165,75,354,199,0.602303
162,76,352,201,0.608698
160,78,350,202,0.621151
159,78,349,202,0.613644
158,76,349,201,0.608639
158,75,349,200,0.609118
158,74,350,199,0.611145
158,73,350,199,0.608027
158,71,352,198,0.594761
157,70,354,199,0.593491
157,70,355,200,0.582962
157,71,356,202,0.564728
157,71,357,203,0.910501
158,71,360,204,0.912180
160,72,362,204,0.969667
161,73,364,205,0.970658
161,76,363,208,0.964895
161,78,360,208,0.962938
161,79,357,207,0.927777
160,80,355,208,0.889609
156,81,356,211,0.866752
155,81,356,211,0.925769
157,79,356,208,0.928363
159,78,355,206,0.908082
160,79,354,206,0.814984
160,80,355,207,0.805254
156,81,356,211,0.821251
154,82,357,214,0.866792
153,82,357,215,0.873809
152,82,357,216,0.896425
151,82,356,216,0.874340
153,82,356,215,0.853133
153,82,359,217,0.815197
154,82,361,218,0.848021
155,84,361,219,0.867929
155,87,359,220,0.809595
152,86,359,220,0.749611
150,84,361,221,0.742190
145,82,361,222,0.765124
141,81,360,223,0.779428
138,78,360,222,0.772445
133,79,357,224,0.774256
128,79,353,225,0.757784
125,75,351,222,0.758180
122,73,350,221,0.737758
123,73,352,221,0.744798
122,70,350,218,0.760524
119,67,349,217,0.744204
118,64,347,214,0.792260
116,59,345,209,0.768237
112,55,345,208,0.750689
112,52,346,205,0.779222
112,50,347,204,0.762897
114,47,349,201,0.777691
115,44,352,199,0.761782
115,42,352,197,0.753507
116,41,354,197,0.752716
115,41,353,197,0.760247
116,39,355,196,0.755658
115,36,356,193,0.738243
113,35,353,192,0.721607
111,34,354,193,0.710134
108,34,351,193,0.715580
104,32,349,192,0.717005
103,31,348,191,0.715917
102,30,347,191,0.705083
100,28,346,190,0.695713
98,30,342,190,0.688998
98,32,340,190,0.666534
98,32,341,191,0.658072
99,34,343,194,0.639299
102,38,344,196,0.635096
101,40,345,199,0.645352
100,42,345,202,0.661727
98,45,343,205,0.641950
96,47,344,209,0.616813
101,53,347,214,0.618612
103,57,349,218,0.619576
104,60,351,222,0.624904
107,61,351,222,0.619147
109,62,352,222,0.600479
113,63,353,221,0.596998
116,63,357,221,0.603930
115,63,358,221,0.625614
116,64,358,222,0.624538
117,64,360,222,0.599760
117,64,360,222,0.606815
117,63,359,221,0.602450
116,62,358,220,0.588539
115,60,359,219,0.582487
114,59,361,220,0.599947
114,59,360,220,0.599923
112,60,358,221,0.599600
113,64,355,222,0.581356
111,64,354,222,0.566701
112,65,354,222,0.558104
110,65,350,221,0.553852
108,65,350,223,0.548402
109,67,352,225,0.551256
111,67,355,226,0.553517
110,65,359,227,0.555334
111,65,360,227,0.567670
114,64,363,226,0.571063
117,64,364,225,0.587554
119,64,368,227,0.592943
117,66,369,231,0.604008
114,68,370,236,0.593450
113,71,367,238,0.576467
111,72,365,239,0.559234
110,74,363,240,0.561093
107,73,362,240,0.553260
108,73,362,239,0.554407
109,75,363,241,0.556917
108,74,364,242,0.554995
106,74,365,244,0.563274
105,74,365,244,0.574712
106,73,366,243,0.571496
109,74,369,244,0.582596
111,74,367,241,0.588399
110,70,371,241,0.575626
111,69,370,239,0.586077
114,70,369,237,0.569826
114,67,371,235,0.553069
115,65,375,235,0.560595
117,63,376,232,0.569142
116,62,378,233,0.568485
120,62,375,228,0.590042
124,62,375,225,0.586291
127,60,376,222,0.574175
126,58,377,221,0.592696
128,59,378,222,0.614171
134,62,378,222,0.608131
132,60,378,222,0.608241
131,58,379,221,0.646074
133,58,379,220,0.668392
136,58,382,220,0.670402
139,60,384,221,0.662004
138,60,385,222,0.649846
141,61,388,223,0.665069
142,62,389,224,0.666631
142,61,389,223,0.674507
144,60,390,221,0.682144
147,61,390,220,0.670673
151,62,391,219,0.655540
151,62,391,219,0.637985
147,59,390,218,0.625312
146,60,389,218,0.621280
147,60,387,216,0.612354
147,60,385,215,0.613302
147,61,383,214,0.608553
147,61,381,213,0.613470
147,61,379,212,0.621018
147,60,378,210,0.622183
148,59,377,209,0.603903
148,58,376,208,0.594679
147,57,374,207,0.590427
147,57,373,206,0.582935
148,57,373,205,0.570289
149,58,373,205,0.560043
151,58,374,204,0.555005
154,57,376,202,0.542790
156,56,377,200,0.534391
157,56,377,200,0.525705
158,58,378,202,0.535192
160,61,380,205,0.537430
162,64,381,207,0.532718
162,66,381,209,0.531997
159,66,378,209,0.531667
156,67,375,210,0.541679
152,70,371,213,0.543580
150,71,367,213,0.543597
145,73,364,216,0.542142
142,73,361,217,0.553776
141,73,361,217,0.550146
142,74,360,217,0.570300
144,76,358,216,0.577616
144,73,358,213,0.576210
144,70,358,210,0.580560
144,69,360,210,0.585225
144,67,361,209,0.588883
144,64,362,207,0.601485
144,61,363,205,0.604851
145,60,365,204,0.601733
145,59,366,203,0.615327
148,58,366,199,0.632029
150,58,367,199,0.635981
150,58,366,199,0.649904
149,59,367,201,0.666982
148,60,367,203,0.687596
147,61,367,205,0.669131
147,61,368,205,0.673875
148,60,370,204,0.680062
149,62,371,206,0.703877
150,63,372,207,0.698397
150,63,370,206,0.692402
150,63,368,205,0.693297
151,63,368,204,0.677831
150,61,368,203,0.700873
150,58,369,201,0.715802
150,57,370,201,0.712777
151,59,369,202,0.697896
152,60,371,203,0.735155
151,60,370,203,0.735188
152,58,372,202,0.743451
152,59,370,201,0.720979
149,58,369,201,0.705934
149,59,369,202,0.705422
150,58,370,201,0.701147
150,58,370,201,0.695248
153,58,371,200,0.705892
158,60,375,201,0.740851
161,62,377,202,0.726312
161,64,378,205,0.737898
163,64,381,206,0.737349
165,64,384,206,0.718597
168,66,383,205,0.718936
171,64,384,202,0.722937
173,64,385,201,0.723643
175,64,387,201,0.729107
176,64,390,202,0.742732
176,64,392,203,0.736570
176,64,393,204,0.705210
175,64,392,205,0.710867
174,63,392,205,0.709463
172,61,390,203,0.697588
170,59,388,201,0.683448
168,57,387,199,0.677884
165,56,385,199,0.658059
162,58,383,202,0.645582
161,59,383,203,0.649756
160,62,382,206,0.653156
160,64,381,208,0.650402
159,66,377,208,0.647249
159,65,376,207,0.675556
158,64,376,206,0.674107
157,63,376,205,0.662144
158,63,379,206,0.643089
159,64,381,208,0.642335
161,64,383,208,0.633788
163,66,384,210,0.629151
162,68,383,212,0.630176
161,68,383,212,0.645479
161,66,384,210,0.636611
161,65,384,209,0.629359
161,63,384,207,0.615933
161,61,384,205,0.613871
161,60,384,204,0.613193
161,58,384,202,0.620161
160,54,384,198,0.622532
161,52,385,196,0.611381
161,49,386,193,0.619494
162,46,387,190,0.623906
163,44,388,188,0.620142
164,46,389,190,0.618264
163,49,387,193,0.626779
163,51,387,195,0.612165
162,52,386,196,0.618539
162,54,386,198,0.618342
160,54,384,198,0.626687
159,55,383,199,0.619215
157,56,381,200,0.615233
156,56,380,200,0.614680
155,55,379,199,0.607769
153,52,378,196,0.616181
152,50,377,195,0.621728
152,50,377,195,0.616481
151,48,377,193,0.624681
150,46,376,191,0.623420
149,45,375,190,0.624447
148,44,374,189,0.615993
148,43,374,188,0.613373
148,44,374,189,0.606486
149,44,375,189,0.598342
152,43,378,188,0.611832
155,41,381,186,0.614437
156,41,382,186,0.610581
158,40,384,185,0.614284
159,39,384,184,0.616731
160,39,385,184,0.615792
162,38,386,183,0.621319
163,36,387,181,0.617902
163,36,387,181,0.621571
163,35,387,180,0.625822
162,33,386,178,0.628831
161,32,385,177,0.621178
161,32,385,177,0.615085
163,32,386,177,0.612011
164,31,387,176,0.613068
166,32,389,177,0.612668
166,31,389,176,0.610614
166,31,388,175,0.602427
165,31,387,175,0.596874
165,34,387,178,0.597433
167,36,387,178,0.608710
171,38,385,176,0.604723
169,39,384,178,0.609602
174,41,384,177,0.614410
179,43,384,175,0.609712
178,43,380,174,0.604737
175,40,377,171,0.602673
171,38,372,169,0.604797
170,42,370,173,0.602495
168,46,368,177,0.603642
168,51,366,180,0.597559
169,56,368,186,0.594486
171,59,368,187,0.614183
172,62,366,188,0.614797
175,65,367,189,0.609515
177,66,367,189,0.612896
180,67,369,190,0.600403
183,66,371,188,0.595966
184,66,371,187,0.593607
183,65,370,186,0.596566
183,65,370,186,0.591414
186,63,372,184,0.606873
187,58,373,179,0.602426
188,56,375,177,0.593110
